timestamp, index, memory.used [MiB], memory.total [MiB], utilization.gpu [%]
2026/07/04 04:42:25.209, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:42:25.209, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:42:25.209, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:42:35.210, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:42:35.211, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:42:35.211, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:42:35.211, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:42:35.212, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:42:35.212, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:42:35.212, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:42:35.212, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:42:45.213, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:42:45.214, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:42:45.214, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:42:45.214, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:42:45.215, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:42:45.215, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:42:45.215, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:42:45.215, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:42:55.216, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:42:55.217, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:42:55.217, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:42:55.217, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:42:55.217, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:42:55.218, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:42:55.218, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:42:55.218, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:05.219, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:43:05.219, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:05.220, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:05.220, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:05.220, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:05.221, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:05.221, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:05.221, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:15.222, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:43:15.222, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:15.223, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:15.223, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:15.223, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:15.223, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:15.224, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:15.224, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:25.225, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:43:25.225, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:25.226, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:25.226, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:25.226, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:25.226, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:25.227, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:25.227, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:35.228, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:43:35.228, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:35.228, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:35.229, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:35.229, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:35.229, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:35.230, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:35.230, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:45.231, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:43:45.231, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:45.231, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:45.232, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:45.232, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:45.232, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:45.233, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:45.233, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:55.234, 0, 14957 MiB, 81920 MiB, 77 %
2026/07/04 04:43:55.234, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:55.235, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:55.235, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:55.235, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:55.235, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:55.236, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:43:55.236, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:05.237, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:44:05.237, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:05.238, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:05.238, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:05.238, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:05.238, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:05.239, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:05.239, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:15.240, 0, 14957 MiB, 81920 MiB, 62 %
2026/07/04 04:44:15.240, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:15.240, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:15.241, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:15.241, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:15.241, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:15.242, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:15.242, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:25.243, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:44:25.243, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:25.243, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:25.244, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:25.244, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:25.244, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:25.244, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:25.245, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:35.245, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:44:35.246, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:35.246, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:35.246, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:35.247, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:35.247, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:35.247, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:35.247, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:45.248, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:44:45.249, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:45.249, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:45.249, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:45.249, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:45.250, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:45.250, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:45.250, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:55.251, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:44:55.252, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:55.252, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:55.252, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:55.252, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:55.253, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:55.253, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:44:55.253, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:05.254, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:45:05.254, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:05.255, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:05.255, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:05.255, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:05.256, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:05.256, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:05.256, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:15.257, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:45:15.257, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:15.258, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:15.258, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:15.258, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:15.258, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:15.259, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:15.259, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:25.260, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:45:25.260, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:25.260, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:25.261, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:25.261, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:25.261, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:25.262, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:25.262, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:35.263, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:45:35.263, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:35.263, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:35.264, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:35.264, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:35.264, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:35.264, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:35.265, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:45.266, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:45:45.266, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:45.266, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:45.266, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:45.267, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:45.267, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:45.267, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:45.268, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:55.268, 0, 14957 MiB, 81920 MiB, 73 %
2026/07/04 04:45:55.269, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:55.269, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:55.269, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:55.270, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:55.270, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:55.270, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:45:55.270, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:05.271, 0, 14957 MiB, 81920 MiB, 4 %
2026/07/04 04:46:05.272, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:05.272, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:05.272, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:05.272, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:05.273, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:05.273, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:05.273, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:15.274, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:46:15.275, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:15.275, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:15.275, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:15.275, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:15.276, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:15.276, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:15.276, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:25.277, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:46:25.277, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:25.278, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:25.278, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:25.278, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:25.279, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:25.279, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:25.279, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:35.280, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:46:35.280, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:35.280, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:35.281, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:35.281, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:35.281, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:35.282, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:35.282, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:45.282, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:46:45.283, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:45.283, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:45.283, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:45.284, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:45.284, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:45.284, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:45.285, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:55.285, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:46:55.286, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:55.286, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:55.286, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:55.287, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:55.287, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:55.287, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:46:55.288, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:05.288, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:47:05.289, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:05.289, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:05.289, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:05.290, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:05.290, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:05.290, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:05.290, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:15.291, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:47:15.292, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:15.292, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:15.292, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:15.293, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:15.293, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:15.293, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:15.293, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:25.294, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:47:25.295, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:25.295, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:25.295, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:25.295, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:25.296, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:25.296, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:25.296, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:35.297, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:47:35.298, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:35.298, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:35.298, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:35.299, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:35.299, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:35.299, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:35.299, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:45.300, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:47:45.301, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:45.301, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:45.301, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:45.301, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:45.302, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:45.302, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:45.302, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:55.303, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:47:55.303, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:55.304, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:55.304, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:55.304, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:55.305, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:55.305, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:47:55.305, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:05.306, 0, 14957 MiB, 81920 MiB, 75 %
2026/07/04 04:48:05.306, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:05.307, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:05.307, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:05.307, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:05.307, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:05.308, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:05.308, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:15.309, 0, 14957 MiB, 81920 MiB, 72 %
2026/07/04 04:48:15.309, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:15.310, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:15.310, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:15.310, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:15.310, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:15.311, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:15.311, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:25.312, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:48:25.312, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:25.312, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:25.313, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:25.313, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:25.313, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:25.313, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:25.314, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:35.315, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:48:35.315, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:35.315, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:35.316, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:35.316, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:35.316, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:35.316, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:35.317, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:45.317, 0, 14957 MiB, 81920 MiB, 60 %
2026/07/04 04:48:45.318, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:45.318, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:45.318, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:45.318, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:45.319, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:45.319, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:45.319, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:55.320, 0, 14957 MiB, 81920 MiB, 64 %
2026/07/04 04:48:55.320, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:55.320, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:55.321, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:55.321, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:55.321, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:55.322, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:48:55.322, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:05.323, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:49:05.323, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:05.323, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:05.324, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:05.324, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:05.324, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:05.324, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:05.325, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:15.326, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:49:15.326, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:15.326, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:15.327, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:15.327, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:15.327, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:15.327, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:15.328, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:25.329, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:49:25.329, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:25.329, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:25.330, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:25.330, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:25.330, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:25.330, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:25.331, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:35.331, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:49:35.332, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:35.332, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:35.332, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:35.333, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:35.333, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:35.333, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:35.334, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:45.334, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:49:45.335, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:45.335, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:45.335, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:45.335, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:45.336, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:45.336, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:45.336, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:55.337, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:49:55.338, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:55.338, 2, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:55.338, 3, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:55.338, 4, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:55.339, 5, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:55.339, 6, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:49:55.339, 7, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:50:05.340, 0, 14957 MiB, 81920 MiB, 0 %
2026/07/04 04:50:05.340, 1, 0 MiB, 81920 MiB, 0 %
2026/07/04 04:50:05.341, 2, 0 MiB, 81920 MiB, 0 %
